113,58,3
7,30,22
42,107,4
8,125,19
48,25,5
100,58,4
14,76,11
7,77,23
115,15,6
113,126,4
23,29,6
5,14,33
104,81,3
14,68,11
10,20,15
119,120,2
55,65,3
12,17,13
39,75,4
92,50,3
9,121,17
80,124,3
72,107,3
46,105,3
88,64,3
15,73,10
4,52,45
108,111,2
16,60,9
25,103,7
30,31,5
3,13,66
48,98,12
22,81,7
29,27,5
31,21,5
126,123,2
25,101,9
91,53,2
9,123,17
7,21,22
13,41,13
22,113,7
90,80,4
29,119,6
9,109,17
11,36,14
11,52,14
97,117,4
31,121,6
41,49,4
116,127,6
61,130,3
124,12,10
5,74,33
63,90,3
22,97,7
113,46,2
44,127,5
54,102,7
9,50,17
34,13,8
30,25,6
88,85,2
94,14,7
27,53,6
5,66,33
11,129,14
18,90,8
45,49,6
6,63,27
40,119,5
87,103,9
25,29,7
18,111,8
37,28,5
26,86,6
87,96,2
16,116,10
9,35,17
58,75,4
105,60,2
22,69,7
121,119,3
11,53,14
14,74,12
14,39,11
56,113,4
4,71,44
25,118,6
6,89,27
67,104,3
88,25,4
7,130,22
105,53,2
9,14,17
13,87,11
122,96,2
69,120,4
29,47,5
85,66,2
19,90,9
17,15,10
46,86,3
91,104,3
17,32,10
98,8,18
40,128,4
27,14,9
14,56,11
14,31,12
5,33,33
3,70,66
9,64,18
9,28,18
85,78,2
6,94,27
116,8,15
17,44,9
5,26,33
22,101,7
15,78,10
24,99,6
55,129,4
54,40,5
49,55,7
83,104,2
35,80,5
42,112,5
18,104,12
10,31,15
59,77,6
129,12,9
6,60,27
71,127,3
19,27,9
23,6,34
41,79,5
11,23,14
29,32,5
98,74,3
53,130,3
111,56,4
76,49,3
76,35,2
5,15,33
116,71,4
76,67,3
55,93,4
8,26,19
15,48,11
65,35,4
16,97,9
42,26,5
71,50,2
130,26,3
68,79,3
73,95,2
26,104,6
37,53,8
73,11,11
16,129,9
7,37,23
105,78,4
27,95,6
20,18,10
63,115,3
33,50,6
4,6,45
101,64,2
110,117,3
51,92,4
35,76,6
18,77,11
22,19,7
61,96,3
14,113,12
24,30,6
95,83,4
38,129,7
7,95,22
67,89,2
76,125,2
91,55,2
29,116,7
28,76,6
9,72,17
22,100,7
86,10,12
8,97,21
94,115,4
109,87,2
4,73,45
24,129,6
26,25,7
51,53,4
57,117,4
6,13,27
51,44,4
95,61,2
57,43,3
5,127,33
71,64,3
70,122,2
19,50,8
103,53,2
42,74,4
126,52,2
24,68,6
70,83,2
23,129,6
62,90,7
79,59,3
17,121,9
22,124,7
23,20,7
95,124,2
103,65,5
126,107,2
41,97,5
81,25,3
53,101,3
53,122,3
56,77,5
3,51,66
51,104,4
13,77,11
9,101,17
8,93,19
48,14,9
6,33,27
52,68,7
124,50,2
18,36,8
71,126,2
32,42,6
42,51,4
85,89,3
8,63,19
36,39,5
59,45,3
19,112,9
70,29,3
108,93,6
12,57,13
10,35,16
111,100,2
77,104,2
11,74,14
125,31,3
4,64,44
4,108,44
16,112,9
99,98,2
5,123,35
88,60,2
106,122,2
4,26,44
12,61,13
113,99,3
121,31,3
58,74,3
84,35,3
60,52,9
24,128,6
9,44,17
39,97,5
25,88,6
5,107,33
25,115,6
34,82,4
50,99,4
80,67,5
121,101,2
54,49,3
30,94,5
77,18,6
116,69,5
23,114,6
127,52,3
13,31,12
93,60,2
42,77,5
68,113,2
37,26,4
110,42,3
14,12,11
107,91,2
78,71,2
82,86,2
45,52,3
122,66,3
46,58,5
87,90,3
73,35,3
11,99,14
25,8,16
65,103,4
11,46,15
4,110,44
