1,4,131
1,5,131
1,6,131
1,7,131
1,8,131
1,9,131
1,10,131
1,11,131
1,12,131
1,13,131
1,14,131
1,15,131
1,16,131
1,17,131
1,18,131
1,19,131
1,20,131
1,21,131
1,22,131
1,23,131
1,24,131
1,25,131
1,26,131
1,27,131
1,28,131
1,29,131
1,30,131
1,31,131
1,32,131
1,33,131
1,34,131
1,35,131
1,36,131
1,37,131
1,38,131
1,39,131
1,40,131
1,41,131
1,42,131
1,43,131
1,44,131
1,45,131
1,46,131
1,47,131
1,48,131
1,49,131
1,50,131
1,51,131
1,52,131
1,53,131
1,54,131
1,55,131
1,56,131
1,57,131
1,58,131
1,59,131
1,60,131
1,61,131
1,62,131
1,63,131
1,64,131
1,65,131
1,66,131
1,67,131
1,68,131
1,69,131
1,70,131
1,71,131
1,72,131
1,73,131
1,74,131
1,75,131
1,76,131
1,77,131
1,78,131
1,79,131
1,80,131
1,81,131
1,82,131
1,83,131
1,84,131
1,85,131
1,86,131
1,87,131
1,88,131
1,89,131
1,90,131
1,91,131
1,92,131
1,93,131
1,94,131
1,95,131
1,96,131
1,97,131
1,98,131
1,99,131
1,100,131
1,101,131
1,102,131
1,103,131
1,104,131
1,105,131
1,106,131
1,107,131
1,108,131
1,109,131
1,110,131
1,111,131
1,112,131
1,113,131
1,114,131
1,115,131
1,116,131
1,117,131
1,118,131
1,119,131
1,120,131
1,121,131
1,122,131
1,123,131
1,124,131
1,125,131
1,126,131
1,127,131
1,128,131
1,129,131
1,130,131
2,4,131
2,5,131
2,6,131
2,7,131
2,8,131
2,9,131
2,10,131
2,11,131
2,12,131
2,13,131
2,14,131
2,15,131
2,16,131
2,17,131
2,18,131
2,19,131
2,20,131
2,21,131
2,22,131
2,23,131
2,24,131
2,25,131
2,26,131
2,27,131
2,28,131
2,29,131
2,30,131
2,31,131
2,32,131
2,33,131
2,34,131
2,35,131
2,36,131
2,37,131
2,38,131
2,39,131
2,40,131
2,41,131
2,42,131
2,43,131
2,44,131
2,45,131
2,46,131
2,47,131
2,48,131
2,49,131
2,50,131
2,51,131
2,52,131
2,53,131
2,54,131
2,55,131
2,56,131
2,57,131
2,58,131
2,59,131
2,60,131
2,61,131
2,62,131
2,63,131
2,64,131
2,65,131
2,66,131
2,67,131
2,68,131
2,69,131
2,70,131
2,71,131
2,72,131
2,73,131
2,74,131
2,75,131
2,76,131
2,77,131
2,78,131
2,79,131
2,80,131
2,81,131
2,82,131
2,83,131
2,84,131
2,85,131
2,86,131
2,87,131
2,88,131
2,89,131
2,90,131
2,91,131
2,92,131
2,93,131
2,94,131
2,95,131
2,96,131
2,97,131
2,98,131
2,99,131
2,100,131
2,101,131
2,102,131
2,103,131
2,104,131
2,105,131
2,106,131
