87,13,8
23,24,6
87,54,2
9,17,17
8,12,19
14,21,11
48,36,3
29,27,5
91,53,2
38,17,5
71,37,2
13,14,11
55,13,8
84,52,2
4,6,44
53,15,6
61,30,3
50,35,3
55,40,3
65,44,3
8,10,19
100,40,2
68,40,2
26,22,6
112,50,2
101,55,2
30,23,5
93,47,2
23,22,6
95,48,2
89,54,2
68,47,2
54,40,3
56,38,3
5,8,33
102,41,2
37,29,4
66,45,3
21,19,7
29,21,5
24,27,6
9,12,17
45,34,3
71,46,2
90,46,2
91,13,8
74,46,2
41,29,4
28,27,5
101,45,2
20,19,7
100,42,2
102,50,2
7,9,22
74,53,2
39,28,4
89,10,11
24,25,6
21,24,7
25,23,6
72,45,2
69,42,2
86,11,9
83,45,2
47,31,3
66,43,3
93,44,2
103,7,19
71,44,2
72,39,2
19,21,8
42,30,4
8,11,19
50,34,3
21,18,7
90,47,2
79,52,2
86,50,2
99,46,2
77,54,2
66,50,3
109,45,2
80,55,2
9,13,17
52,37,3
87,41,2
40,36,4
73,41,2
32,19,5
51,29,3
30,28,5
12,14,12
3,6,66
45,25,4
21,20,7
57,42,3
12,17,12
13,16,11
15,16,10
6,12,27
103,55,2
57,44,3
16,18,9
93,22,3
7,11,22
98,41,2
11,13,14
70,18,4
19,18,8
49,36,3
70,43,2
71,19,4
107,48,2
88,46,2
67,45,2
92,50,2
25,28,6
25,24,6
96,51,2
27,22,6
34,23,4
91,52,2
60,50,3
57,40,3
63,33,3
53,38,3
75,48,2
89,48,2
47,27,3
16,16,9
49,37,3
14,17,11
38,25,4
7,10,22
102,55,2
62,31,3
6,11,27
44,32,4
36,24,4
18,19,8
90,48,2
60,38,3
57,33,3
42,35,4
75,11,10
35,30,4
87,49,2
10,12,15
54,35,3
12,13,12
42,13,9
61,44,3
98,30,2
72,53,2
52,34,3
61,33,3
68,44,2
26,25,6
10,16,15
76,42,2
39,26,4
68,43,2
41,24,4
32,26,5
49,29,3
99,11,10
36,27,4
93,42,2
17,17,9
45,27,3
13,15,11
3,5,66
36,29,4
73,47,2
27,27,6
109,53,2
70,48,2
50,29,3
9,11,17
12,15,12
18,18,8
13,13,12
77,11,9
22,22,7
2,4,131
31,26,5
87,46,2
37,15,6
24,24,6
36,28,4
82,53,2
94,13,8
60,30,3
25,18,6
68,46,2
8,9,20
110,44,2
13,20,11
64,45,3
6,9,27
89,44,2
9,14,17
19,8,15
5,9,33
54,30,3
60,41,3
25,20,6
89,52,2
78,48,2
62,46,3
17,18,9
91,8,16
53,34,3
14,16,11
29,24,5
42,29,4
111,49,2
40,27,4
49,24,3
18,17,8
23,25,6
4,7,44
96,53,2
22,20,7
41,13,7
42,28,4
107,19,4
92,53,2
14,8,16
30,21,5
67,46,2
54,32,3
81,47,2
83,55,2
97,52,2
15,20,10
76,53,2
57,36,3
37,28,4
15,18,10
59,40,3
18,16,8
64,52,3
89,51,2
63,46,3
88,53,2
45,30,3
43,31,4
19,17,8
91,51,2
79,47,2
4,8,44
11,14,14
70,32,2
94,44,2
94,52,2
22,14,7
40,30,4
70,51,2
61,43,3
86,49,2
34,25,4
8,15,19
99,56,2
34,24,4
106,50,2
76,48,2
105,52,2
85,55,2
85,48,2
78,46,2
70,16,5
113,13,9
103,33,2
102,53,2
73,4,67
34,28,4
94,48,2
87,29,3
77,41,2
107,33,2
60,32,3
18,6,30
56,36,4
101,49,2
72,48,2
100,19,4
68,28,2
54,36,3
60,37,3
8,13,19
79,49,2
42,31,4
35,28,4
63,34,3
74,34,2
26,24,6
10,15,15
27,24,6
46,33,3
69,39,2
23,21,6
6,10,27
42,33,4
100,24,3
28,16,6
91,45,2
86,55,2
16,15,9
35,23,4
55,30,3
98,43,2
98,55,2
99,45,2
