87,13,8
9,17,17
14,21,11
38,17,6
71,37,2
55,13,10
53,15,7
61,30,3
8,10,19
26,22,6
37,29,4
29,21,5
9,12,17
71,46,2
91,13,9
41,29,4
20,19,7
7,9,22
65,44,3
74,53,2
89,10,13
86,11,10
66,43,3
103,7,19
71,44,2
42,30,4
79,52,2
87,41,2
73,41,2
32,19,5
51,29,3
72,39,2
45,25,4
21,20,7
15,16,10
93,22,4
70,18,5
57,44,3
71,19,5
107,48,2
60,50,3
63,33,3
7,10,22
62,31,3
6,11,27
44,32,4
36,24,4
60,38,3
87,54,2
75,11,11
35,30,4
54,35,3
42,13,12
98,30,3
52,34,3
68,44,2
68,43,2
41,24,4
72,45,2
32,26,5
99,11,11
25,23,6
77,11,11
13,15,11
87,46,2
37,15,7
24,24,6
22,22,7
36,28,4
94,13,8
64,45,3
89,44,2
9,14,17
5,9,33
54,30,3
11,13,14
60,41,3
89,52,2
62,46,3
14,16,11
29,24,5
42,29,4
49,24,3
4,7,44
41,13,9
107,19,4
24,25,6
15,18,10
89,51,2
88,53,2
43,31,4
57,42,3
94,52,2
22,14,7
47,27,4
61,43,3
86,49,2
9,11,17
61,33,3
70,16,6
113,13,9
103,33,3
102,53,2
25,24,6
87,29,3
77,41,2
107,33,3
100,19,4
68,28,3
54,36,3
42,31,4
74,34,2
10,15,15
27,24,6
46,33,3
100,24,3
28,16,6
98,55,2
92,28,4
108,42,4
23,10,13
17,18,9
67,40,2
58,31,3
82,44,2
56,36,4
14,17,11
18,24,8
101,36,3
53,9,14
8,13,19
27,18,7
11,11,17
14,18,11
76,48,2
74,49,2
5,8,33
66,37,3
86,50,2
85,23,4
42,27,4
59,40,3
38,23,5
80,53,2
14,19,11
16,8,17
70,48,2
29,14,7
85,10,10
104,41,2
53,33,3
49,14,8
59,16,6
33,26,5
50,38,3
32,9,13
63,34,3
48,37,3
67,7,20
37,26,4
95,43,2
62,33,3
32,27,5
19,17,8
108,46,2
85,55,2
18,19,8
57,39,3
66,35,3
10,12,15
106,48,2
93,44,2
85,49,2
105,22,7
70,10,13
14,15,11
93,42,2
101,40,2
6,10,27
21,21,7
3,5,67
45,30,3
77,46,2
33,28,5
34,24,4
108,13,8
28,23,5
68,40,2
53,40,3
77,24,4
48,31,3
31,24,5
41,28,4
26,23,6
31,10,11
72,26,3
36,14,7
42,24,4
67,9,15
46,24,4
56,8,20
101,49,2
102,48,2
88,50,2
37,19,5
40,27,4
93,49,2
95,44,2
55,32,3
41,23,4
65,29,3
94,14,7
40,26,4
52,39,3
90,47,2
47,19,4
75,45,2
103,35,2
95,13,11
97,29,2
79,55,2
30,22,5
93,27,3
96,44,2
20,18,7
27,20,9
11,10,16
62,38,3
50,30,3
90,52,2
40,15,6
78,33,2
91,54,2
13,16,11
3,6,66
81,43,2
34,28,4
82,14,9
27,22,6
69,41,2
95,17,6
13,14,11
75,14,9
39,25,4
105,40,2
99,43,2
74,46,2
67,38,2
6,9,27
91,45,2
69,42,2
52,37,3
102,45,2
30,24,5
57,11,9
70,40,2
27,17,6
11,9,16
84,56,2
103,55,2
24,23,6
99,56,2
29,6,29
82,20,5
59,32,3
90,13,10
97,20,5
36,27,4
15,12,11
92,17,5
86,46,2
60,35,4
90,27,3
12,15,12
89,46,2
69,39,2
28,17,6
69,18,8
39,29,4
24,19,6
10,19,16
51,16,5
105,24,4
22,25,7
22,20,7
103,46,2
95,51,2
102,4,70
4,6,45
54,4,68
32,24,5
87,50,2
65,52,3
27,27,6
102,44,2
31,19,5
85,50,6
99,20,6
65,14,8
40,28,4
44,11,9
66,38,3
66,7,20
87,19,5
56,40,3
54,25,3
18,17,8
54,12,9
30,23,5
76,11,13
12,14,12
93,52,2
83,16,6
49,33,3
53,17,6
95,35,3
40,9,15
87,49,2
57,40,3
102,39,2
79,46,2
57,21,3
34,17,6
23,21,6
58,40,3
75,20,5
10,11,15
57,37,3
110,49,2
24,22,6
85,48,2
62,20,4
50,37,3
20,22,7
63,52,3
16,11,12
54,38,3
56,14,8
62,18,7
58,33,3
94,16,6
40,30,4
81,46,2
99,23,3
15,15,10
14,13,12
16,16,9
105,48,2
19,19,8
104,46,2
24,10,11
43,35,4
11,17,14
98,23,3
103,45,2
76,42,2
22,19,7
41,17,7
43,29,4
70,46,2
37,23,4
58,8,14
90,40,2
27,15,8
29,25,5
20,21,7
53,21,4
97,6,29
83,55,2
28,24,5
7,11,22
62,11,11
9,10,18
66,14,8
94,43,2
51,37,3
16,18,9
92,35,3
54,17,5
21,24,7
105,10,12
54,39,3
20,16,9
69,23,4
100,13,8
93,30,2
56,30,3
30,9,11
114,52,2
73,40,5
75,39,2
88,9,12
23,19,8
104,20,4
32,25,5
89,8,20
74,23,5
41,34,4
22,23,7
96,41,2
85,18,5
55,39,3
102,26,3
6,8,27
89,48,2
66,46,3
14,14,11
37,30,4
78,46,2
75,13,9
55,30,3
71,42,2
55,27,3
92,53,2
80,18,5
22,21,7
98,50,2
98,18,5
25,13,9
40,33,4
99,50,2
35,24,4
77,12,10
34,26,4
53,38,3
74,43,2
15,13,10
89,25,3
72,41,2
58,26,3
30,26,5
101,12,9
88,41,2
12,16,12
85,28,2
48,32,3
39,16,6
88,18,4
65,18,5
